,data,op,size
0,7567,set_data,65536
1,24424,set_data,65536
2,6661,set_data,65536
3,7609,set_data,65536
4,14377,set_data,65536
5,6491,set_data,65536
6,7151,set_data,65536
7,32635,set_data,65536
8,7064,set_data,65536
9,6254,set_data,65536
10,6499,set_data,65536
11,7935,set_data,65536
12,6656,set_data,65536
13,6561,set_data,65536
14,7162,set_data,65536
15,42977,set_data,65536
16,6624,set_data,65536
17,7220,set_data,65536
18,6157,set_data,65536
19,7024,set_data,65536
20,7192,set_data,65536
21,8301,set_data,65536
22,6884,set_data,65536
23,35993,set_data,65536
24,6643,set_data,65536
25,6815,set_data,65536
26,7592,set_data,65536
27,6397,set_data,65536
28,14255,set_data,65536
29,7379,set_data,65536
30,6545,set_data,65536
31,11398,set_data,65536
32,6810,set_data,65536
33,6653,set_data,65536
34,7038,set_data,65536
35,6363,set_data,65536
36,11316,set_data,65536
37,8389,set_data,65536
38,8257,set_data,65536
39,9991,set_data,65536
40,6732,set_data,65536
41,9148,set_data,65536
42,12759,set_data,65536
43,7132,set_data,65536
44,7345,set_data,65536
45,10505,set_data,65536
46,162193,set_data,65536
47,43517,set_data,65536
48,7531,set_data,65536
49,7249,set_data,65536
50,7089,set_data,65536
51,7114,set_data,65536
52,6381,set_data,65536
53,8821,set_data,65536
54,7060,set_data,65536
55,10051,set_data,65536
56,6747,set_data,65536
57,6723,set_data,65536
58,7244,set_data,65536
59,8068,set_data,65536
60,6847,set_data,65536
61,6976,set_data,65536
62,6574,set_data,65536
63,31477,set_data,65536
64,6773,set_data,65536
65,7372,set_data,65536
66,6489,set_data,65536
67,6774,set_data,65536
68,6691,set_data,65536
69,6932,set_data,65536
70,10585,set_data,65536
71,40082,set_data,65536
72,6981,set_data,65536
73,7077,set_data,65536
74,6565,set_data,65536
75,8294,set_data,65536
76,8497,set_data,65536
77,15460,set_data,65536
78,7449,set_data,65536
79,39397,set_data,65536
80,6810,set_data,65536
81,10143,set_data,65536
82,6559,set_data,65536
83,6268,set_data,65536
84,7075,set_data,65536
85,6616,set_data,65536
86,6249,set_data,65536
87,11087,set_data,65536
88,6490,set_data,65536
89,8451,set_data,65536
90,7694,set_data,65536
91,7837,set_data,65536
92,7449,set_data,65536
93,6885,set_data,65536
94,6251,set_data,65536
95,54899,set_data,65536
96,9262,set_data,65536
97,9652,set_data,65536
98,6964,set_data,65536
99,6947,set_data,65536
100,7050,set_data,65536
101,9033,set_data,65536
102,6565,set_data,65536
103,35397,set_data,65536
104,11397,set_data,65536
105,7615,set_data,65536
106,9567,set_data,65536
107,7089,set_data,65536
108,6655,set_data,65536
109,11013,set_data,65536
110,6536,set_data,65536
111,31877,set_data,65536
112,10362,set_data,65536
113,7240,set_data,65536
114,7453,set_data,65536
115,6488,set_data,65536
116,12948,set_data,65536
117,7138,set_data,65536
118,8033,set_data,65536
119,10184,set_data,65536
120,6897,set_data,65536
121,6909,set_data,65536
122,6564,set_data,65536
123,7534,set_data,65536
124,10084,set_data,65536
125,6673,set_data,65536
126,6886,set_data,65536
127,39854,set_data,65536
128,9475,set_data,65536
129,7600,set_data,65536
130,7044,set_data,65536
131,6961,set_data,65536
132,6508,set_data,65536
133,6275,set_data,65536
134,6804,set_data,65536
135,35128,set_data,65536
136,7569,set_data,65536
137,6512,set_data,65536
138,7013,set_data,65536
139,6410,set_data,65536
140,7687,set_data,65536
141,6901,set_data,65536
142,11041,set_data,65536
143,39812,set_data,65536
144,6403,set_data,65536
145,7128,set_data,65536
146,6608,set_data,65536
147,10165,set_data,65536
148,6366,set_data,65536
149,6674,set_data,65536
